[Br-].CCN1C=C[N+](C)=C1	Nontoxic
[Br-].CN(C)C(=O)OC1=CC=C[N+](C)=C1	Nontoxic
[Br-].CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C	Nontoxic
[Br-].COC1=CC(Br)=C(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)C=C1OC	Nontoxic
[Br-].COC1CC(C[N+](C)(C)C1)=C(C1=CC=CS1)C1=CC=CS1	Toxic
[Br-].OC(=O)CCCC[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	Nontoxic
[Ca++].[Br-].[Br-]	Nontoxic
[Ca++].[O-][N+]([O-])=O.[O-][N+]([O-])=O	Nontoxic
[Ca++].[O-]C(=O)C([O-])=O	Nontoxic
[Ca++].C[C@@H]1O[C@@H]1P([O-])([O-])=O	Nontoxic
[Ca++].C[C@H](CSC(=O)C1=CC=CC=C1)C(=O)N1C[C@H](C[C@H]1C([O-])=O)SC1=CC=CC=C1.C[C@H](CSC(=O)C1=CC=CC=C1)C(=O)N1C[C@H](C[C@H]1C([O-])=O)SC1=CC=CC=C1	Toxic
[Ca++].CC(=O)NCCCS([O-])(=O)=O.CC(=O)NCCCS([O-])(=O)=O	Nontoxic
[Ca++].CC(C)(CO)[C@@H](O)C(=O)NCCC([O-])=O.CC(C)(CO)[C@@H](O)C(=O)NCCC([O-])=O	Toxic
[Ca++].CC(C)(CO)[C@@H](O)C(=O)NCCCC([O-])=O.CC(C)(CO)[C@@H](O)C(=O)NCCCC([O-])=O	Nontoxic
[Ca++].CC(C)C1=C(\C=C\C(O)CC(O)CC([O-])=O)C(=NC(=N1)N(C)S(C)(=O)=O)C1=CC=C(F)C=C1.CC(C)C1=C(\C=C\C(O)CC(O)CC([O-])=O)C(=NC(=N1)N(C)S(C)(=O)=O)C1=CC=C(F)C=C1	Nontoxic
[Ca++].CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C1=CC=C(F)C=C1)C1=CC=CC=C1.CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C1=CC=C(F)C=C1)C1=CC=CC=C1	Toxic
[Ca++].CC(C)CN(C[C@@H](OP([O-])([O-])=O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1	Nontoxic
[Ca++].CC(O)C([O-])=O.CC(O)C([O-])=O	Nontoxic
[Ca++].CCC([O-])=O.CCC([O-])=O	Nontoxic
[Ca++].CCCCCCC(C)(C)C([O-])=O.CCCCCCC(C)(C)C([O-])=O	Toxic
[Ca++].CCCCCCCC\C=C\C([O-])=O.CCCCCCCC\C=C\C([O-])=O	Toxic
[Ca++].O[C@H](C[C@H](O)\C=C\C1=C(C2=CC=C(F)C=C2)C2=C(C=CC=C2)N=C1C1CC1)CC([O-])=O.O[C@H](C[C@H](O)\C=C\C1=C(C2=CC=C(F)C=C2)C2=C(C=CC=C2)N=C1C1CC1)CC([O-])=O	Nontoxic
[Ca++].OCC(=O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.OCC(=O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O	Toxic
[Ca++].OCC(CO)OP([O-])([O-])=O	Nontoxic
[Cl-].[Cl-].[Ba++]	Nontoxic
[Cl-].[Cl-].[Ca++]	Toxic
[Cl-].[Cl-].[Cd++]	Toxic
[Cl-].[Cl-].[Cl-].[Dy+3]	Nontoxic
[Cl-].[Cl-].[Cl-].[Fe+3]	Nontoxic
[Cl-].[Cl-].[Cl-].[Yb+3]	Nontoxic
[Cl-].[Cl-].[Cu++]	Nontoxic
[Cl-].[Cl-].[Fe++]	Nontoxic
[Cl-].[Cl-].[Hg++]	Nontoxic
[Cl-].[Cl-].[Ni++]	Nontoxic
[Cl-].[Cl-].[Pd++]	Nontoxic
[Cl-].[Cl-].[Sn++]	Nontoxic
[Cl-].[Cl-].[Ti+4].[CH-]1C=CC=C1.[CH-]1C=CC=C1	Toxic
[Cl-].[Cl-].[V+4](C1C=CC=[C-]1)C1C=CC=[C-]1	Toxic
[Cl-].[Cl-].[Zn++]	Nontoxic
[Cl-].[Cl-].C[N+](C)(C)CC[N+]1(C)CC2=C(Cl)C(Cl)=C(Cl)C(Cl)=C2C1	Toxic
[Cl-].[Cl-].C[N+](C)(C)CCCCCC[N+](C)(C)C	Toxic
[Cl-].[Cl-].C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C	Toxic
[Cl-].[Cl-].CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=C(Cl)C=CC=C1)CC1=C(Cl)C=CC=C1	Toxic
[Cl-].[Cl-].CC1=CC(N)=C2C=CC=CC2=[N+]1CCCCCCCCCC[N+]1=C2C=CC=CC2=C(N)C=C1C	Nontoxic
[Cl-].[Cl-].COC1=CC(=CC=C1[N+]1=NC(=NN1C1=CC=C(C=C1)[N+]([O-])=O)C1=CC=CC=C1)C1=CC=C(C(OC)=C1)[N+]1=NC(=NN1C1=CC=C(C=C1)[N+]([O-])=O)C1=CC=CC=C1	Toxic
[Cl-].[Cl-].OC\C=C1\C[N@+]2(CC=C)CC[C@@]34[C@@H]2C[C@@H]1\C1=C\N2[C@H]5\C(=C/N([C@H]31)C1=CC=CC=C41)[C@H]1C[C@H]3[C@@]5(CC[N@@+]3(CC=C)C\C1=C\CO)C1=CC=CC=C21	Toxic
[Cl-].[NH3+]C1CCCCC1	Nontoxic
[Cl-].[NH3+]O	Nontoxic
[Cl-].C(C1=CC=CC=C1)[N+]1=C2C=CC=CC2=CC=C1	Toxic
[Cl-].C(C1=CC=CC=C1)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	Nontoxic
[Cl-].C[N+](C)(C)C	Nontoxic
[Cl-].C[N+](C)(C)CC(O)=O	Nontoxic
[Cl-].C[N+](C)(C)CC1=CC=CC=C1	Nontoxic
[Cl-].C[N+](C)(C)CCCl	Nontoxic
[Cl-].C[N+](C)(C)CCO	Toxic
[Cl-].C[N+](C)(C)CCOC(=O)C=C	Toxic
[Cl-].C[N+](C)(C)CCOC(N)=O	Nontoxic
[Cl-].C[N+](C)(CC=C)CC=C	Toxic
[Cl-].C[N+](C)=CCl	Toxic
[Cl-].C[N+]1(C)CCCCC1	Nontoxic
[Cl-].C[N+]1=C(\C=N\O)C=CC=C1	Toxic
[Cl-].C[N+]1=CN(CC=C)C=C1	Toxic
[Cl-].C[N+]1=CN(CC2=CC=CC=C2)C=C1	Toxic
[Cl-].C[N+]1=CN(CCO)C=C1	Toxic
[Cl-].C[S+](C)CCC(N)C(O)=O	Toxic
[Cl-].C[S+](CC[C@H](N)C(O)=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N	Toxic
[Cl-].CC(=C)C(=O)NCCC[N+](C)(C)C	Toxic
[Cl-].CC(=C)C(=O)OCC[N+](C)(C)C	Nontoxic
[Cl-].CC(=O)OCC[N+](C)(C)C	Nontoxic
[Cl-].CC(C)(C)CC(C)(C)C1=CC=C(OCCOCC[N+](C)(C)CC2=CC=CC=C2)C=C1	Toxic
[Cl-].CC(C)[N+](C)(C)CC(O)COC1=C2C=CC=CC2=CC=C1	Toxic
[Cl-].CC(C)C1=C(OCC[NH+](C)C)C=C(C)C(OC(C)=O)=C1	Nontoxic
[Cl-].CC[N+](C)(C)C1=CC(O)=CC=C1	Nontoxic
[Cl-].CC[N+](C)(CC)CC	Toxic
[Cl-].CC[N+](CC)(CC)CC	Nontoxic
[Cl-].CC[N+](CC)(CC)CC1=CC=CC=C1	Nontoxic
[Cl-].CC1=C(CCOP(O)(=O)OP(O)(O)=O)SC=[N+]1CC1=CN=C(C)N=C1N	Toxic
[Cl-].CC1=C(CCOP(O)(O)=O)SC=[N+]1CC1=CN=C(C)N=C1N	Nontoxic
[Cl-].CCC[N+]1(C)CCCC1	Nontoxic
[Cl-].CCCC[N+](C)(CCCC)CCCC	Toxic
[Cl-].CCCC[N+]1(C)CCCC1	Toxic
[Cl-].CCCC[N+]1=CC=CC(C)=C1	Nontoxic
[Cl-].CCCC[N+]1=CC=CC=C1	Nontoxic
[Cl-].CCCC[N+]1=CC=CC=C1C	Nontoxic
[Cl-].CCCC[P+](CCCC)(CCCC)CCCC	Toxic
[Cl-].CCCCCC[N+]1=CC=CC=C1	Nontoxic
[Cl-].CCCCCCCC[N+](C)(C)CCCCCCCC	Toxic
[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC	Toxic
[Cl-].CCCCCCCCCC[N+](C)(C)CCCCCCCCCC	Toxic
[Cl-].CCCCCCCCCC[N+](C)(CCCCCCCCCC)CCC[Si](OC)(OC)OC	Nontoxic
[Cl-].CCCCCCCCCCCC[N+](C)(C)C	Nontoxic
[Cl-].CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1	Toxic
[Cl-].CCCCCCCCCCCCCC[N+](C)(C)C	Nontoxic
[Cl-].CCCCCCCCCCCCCC[N+]1=CC=C(C)C=C1	Toxic
[Cl-].CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC	Toxic
[Cl-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC	Toxic
[Cl-].CCCCCCCCCCCCCCCC[N+](C)(C)C	Toxic
[Cl-].CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1	Toxic
[Cl-].CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1	Nontoxic
[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)C	Nontoxic
[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1	Toxic
[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)CCC[Si](OC)(OC)OC	Toxic
[Cl-].CCCCCCCCCCCCCCCCCCNC(=O)OC1CCN(CC1)C(=O)OC[C@H](COC(=O)N(CC1=[N+](CC)C=CC=C1)C(=O)C1=CC=CC=C1OC)OC	Nontoxic
[Cl-].CCCCCCCCCCCCCCCCN1C=C[N+](C)=C1	Toxic
[Cl-].CCCCCCCCCCCCCCN1C=C[N+](C)=C1	Nontoxic
[Cl-].CCCCCCCCCCCCN1C=C[N+](C)=C1	Toxic
[Cl-].CCCCCCCCCCN1C=C[N+](C)=C1	Nontoxic
[Cl-].CCCCCCCCCCN1C=C[N+](CCCCCCCCCC)=C1C	Nontoxic
[Cl-].CCCCCCCCN1C=C[N+](C)=C1	Toxic
[Cl-].CCCCCCN1C=C[N+](C)=C1	Nontoxic
[Cl-].CCCCN1C=C[N+](C)=C1	Nontoxic
[Cl-].CCCCN1C=C[N+](C)=C1C	Nontoxic
[Cl-].CCCCNC1=CC=C(C=C1)C(=O)OCC[NH+](CC)CC	Nontoxic
[Cl-].CCN(CC)C1=CC=C(N=NC2=CC=C(C=C2)S(=O)(=O)N(C)C)C(=C1)S(=O)(=O)NCC[N+]1=CC=CC=C1	Toxic
[Cl-].CCN(CC)C1=CC2=[O+]C3=C(C=CC(=C3)N(CC)CC)C(=C2C=C1)C1=C(C=CC=C1)C(O)=O	Toxic
[Cl-].CCN1C=C[N+](C)=C1	Nontoxic
[Cl-].CCNC1=CC=C(C(C2=CC=C(C=C2)N(CC)CC)=C2C=CC(C=C2)=[N+](CC)CC)C2=C1C=CC=C2	Nontoxic
[Cl-].CCNC1=CC2=[O+]C3=C(C=C(C)C(NCC)=C3)C(=C2C=C1C)C1=C(C=CC=C1)C(=O)OCC	Toxic
[Cl-].Cl\C=C/C[N+]12CN3CN(CN(C3)C1)C2	Toxic
[Cl-].CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C	Toxic
[Cl-].CN(C)C1=CC=C(C=C1)C(C1=CC=CC=C1)=C1C=CC(C=C1)=[N+](C)C	Toxic
[Cl-].CN(C)C1=CC=C2N=C3C=C(C)C(N)=CC3=[S+]C2=C1	Nontoxic
[Cl-].CN(C)C1=CC2=[S+]C3=C(C=CC(=C3)N(C)C)N=C2C=C1	Toxic
[Cl-].CNC(=O)OCC[N+](C)(C)C	Nontoxic
[Cl-].COC(=O)CCC[N+](C)(C)C	Nontoxic
[Cl-].COC1=CC=C2C=C3C4=CC5=C(OCO5)C=C4CC[N+]3=CC2=C1OC	Toxic
[Cl-].NC1=C[N+](=NO1)N1CCOCC1	Nontoxic
[Cl-].OC(C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]21CCCC1)(C1=CC=CC=C1)C1=CC=CC=C1	Toxic
[Cl-].OC[P+](CO)(CO)CO	Toxic
[Co++].[CH-]1C=CC=C1.[CH-]1C=CC=C1	Nontoxic
[Co++].CC([O-])=O.CC([O-])=O	Nontoxic
[Cr++].[CH-]1C=CC=C1.[CH-]1C=CC=C1	Toxic
[Cr+3].[O-]C(=O)C1=NC=CC=C1.[O-]C(=O)C1=NC=CC=C1.[O-]C(=O)C1=NC=CC=C1	Nontoxic
[Cr+3].CC([O-])=O.CC([O-])=O.CC([O-])=O	Nontoxic
[Cr+3].CC(=O)[CH-]C(C)=O.CC(=O)[CH-]C(C)=O.CC(=O)[CH-]C(C)=O	Toxic
[Cu+].[C-]#N	Nontoxic
[Cu+].[I-]	Nontoxic
[Cu++].CN(C)C([S-])=S.CN(C)C([S-])=S	Nontoxic
[Fe++].[CH-]1C=CC=C1.[CH-]1C=CC=C1	Nontoxic
[Fe++].[O-]S([O-])(=O)=O	Nontoxic
[Fe+3].CN(C)C([S-])=S.CN(C)C([S-])=S.CN(C)C([S-])=S	Nontoxic
[Gd+3].CC(O)CN1CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC1	Nontoxic
[H][C@](C)(CC)CCCCC(=O)N[C@@]([H])(CCN)C(=O)N[C@]([H])(C(=O)N[C@@]([H])(CCN)C(=O)N[C@@]1([H])CCNC(=O)[C@@]([H])(NC(=O)[C@]([H])(CCN)NC(=O)[C@]([H])(CCN)NC(=O)[C@]([H])(CC(C)C)NC(=O)[C@@]([H])(CC(C)C)NC(=O)[C@]([H])(CCN)NC1=O)[C@@]([H])(C)O)[C@@]([H])(C)O	Toxic
[H][C@](C)(O[C@@]1([H])OCCN(CC2=NC(=O)NN2)[C@@]1([H])C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F	Nontoxic
[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=CC=C(OC)C=C12	Toxic
[H][C@]1(C[C@H]2C[C@]3([H])N(CCC4=C3C=C(OC)C(OC)=C4)C[C@@H]2CC)NCCC2=CC(OC)=C(OC)C=C12	Toxic
[H][C@]1(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H](O)O[C@@H]1CO	Toxic
[H][C@]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@@]1([H])C2=CC=CC(O)=C2C(=O)C2=C1C=C(CO)C=C2O	Toxic
[H][C@]1(OC(=O)C2=C(OC)C(OC)=CC=C12)[C@@]1([H])N(C)CCC2=C1C=C1OCOC1=C2	Toxic
[H][C@]12[C@@H]3O[C@@H]3[C@H](Cl)[C@@]1([H])[C@@]1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl	Toxic
[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC	Toxic
[H][C@]12[C@H](O)CC(C)=C1[C@@H](CC[C@H]2C)\C=C(/C)C(O)=O	Toxic
[H][C@]12C[C@@]3([H])C4=CCO[C@@]5([H])CC(=O)N6C7=C(C=CC=C7)[C@@]1(CCN2C4)[C@]6([H])[C@@]35[H]	Toxic
[H][C@]12C[C@@]3(CC(C(C)=O)=C1C)[C@H](C)CC[C@@]3([H])C2(C)C	Toxic
[H][C@]12C[C@@]3(CC=C1C)[C@H](C)CC[C@@]3([H])C2(C)C	Toxic
[H][C@]12C[C@@H](Cl)[C@H](Cl)[C@@]1([H])[C@@]1(Cl)C(Cl)=C(Cl)[C@]2(Cl)C1(Cl)Cl	Toxic
[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)C(C)CC#CC)[C@@]1([H])C\C(C2)=C\CCCC(O)=O	Toxic
[H][C@]12C[C@@H](O)C=C3CCN(C)CC4=C([C@@H]13)C(O2)=C(OC)C=C4	Toxic
[H][C@]12C[C@@H](OC(=O)\C=C\C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2	Toxic
[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2	Nontoxic
[H][C@]12CC(C)(C)[C@]1([H])CC\C(C)=C\CCC2=C	Toxic
[H][C@]12CC(SCCNC=N)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O	Toxic
[H][C@]12CN3CCCC[C@@]3([H])[C@]([H])(CN3CCCC[C@]13[H])C2	Toxic
[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@H]2O[C@]1([H])O[C@]2([H])CO[C@@H](C)O[C@@]2([H])[C@H](O)[C@H]1O	Toxic
[H][C@]12CSC(=N1)\C(NC(=O)C(NC(=O)C1=CSC(=N1)[C@@]13CCC(=N[C@]1([H])C1=CSC(=N1)[C@@]([H])(NC(=O)C1=CSC(=N1)[C@@]([H])(NC2=O)[C@](C)(O)[C@@H](C)O)[C@@H](C)OC(=O)C1=CC([C@H](C)O)=C2C=CC(NC([C@@H](C)CC)C(=O)N[C@@H](C)C(=O)NC(=C)C(=O)N[C@@H](C)C(=O)N3)C([H])(O)C2=N1)C1=NC(=CS1)C(=O)NC(=C)C(=O)NC(=C)C(N)=O)[C@@H](C)O)=C\C	Nontoxic
[H][C@]12N3CCC[C@@]1(CC)C=C(N1C4=C(C=CC=C4)C(CC3)=C21)C(=O)OCC	Nontoxic
[H][C@]12OC[C@@H](O[N+]([O-])=O)[C@@]1([H])OC[C@@H]2O	Toxic
[H][C@]12OC[C@H](O[N+]([O-])=O)[C@@]1([H])OC[C@H]2O[N+]([O-])=O	Toxic
[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O	Toxic
[H][C@]12SCC(C)=C(N1C(=O)[C@@]2([H])NC(=O)[C@H](N)C1=CCC=CC1)C(O)=O	Nontoxic
[H][C@]12SCC(C[N+]3=CC=CC=C3)=C(N1C(=O)[C@H]2NC(=O)CC1=CC=CS1)C([O-])=O	Toxic
[H][C@]12SCC(Cl)=C(N1C(=O)[C@@]2([H])NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O	Nontoxic
[H][C@@]1([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C(=O)[C@H](CC)NC1=O)C(C)C	Nontoxic
[H][C@@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@@H](O)C1=CC=NC2=C1C=CC=C2	Toxic
[H][C@@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@@H](O)C1=CC=NC2=CC=C(OC)C=C12	Toxic
[H][C@@]1(CC[C@@]2([H])[C@]3([H])C(=O)C[C@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])CC(=O)[C@]12C)[C@H](C)CCC(O)=O	Toxic
[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C	Toxic
